ETA,Max Depth,Subsample,Colsample by Tree,B-cell Accuracy,Dendritic Accuracy,Macrophage Accuracy,Monocyte Accuracy,NK Accuracy,Platelet Accuracy,T-cell Accuracy,MAE
0.8,6,0.9,0.3,0.9948453608247423,0.9459459459459459,0.9675675675675676,0.9894366197183099,0.9626556016597511,0.9583333333333334,0.9971867966991748,0.026289824893025004
0.3,6,0.2,0.4,0.9948453608247423,0.9459459459459459,0.9567567567567568,0.9894366197183099,0.9543568464730291,0.9583333333333334,0.9975618904726181,0.02896617806789492
0.8,5,0.4,0.3,0.9948453608247423,0.9459459459459459,0.9621621621621622,0.9929577464788732,0.9585062240663901,0.9583333333333334,0.9973743435858965,0.02712498337180802
0.8,5,0.8,0.2,1.0,0.9459459459459459,0.972972972972973,0.9929577464788732,0.9626556016597511,0.9583333333333334,0.9979369842460615,0.024171059337580236
0.5,8,0.6,0.8,0.9974226804123711,0.972972972972973,0.972972972972973,0.9929577464788732,0.9585062240663901,0.9166666666666666,0.9971867966991748,0.02733056281865387
0.6,7,0.4,0.7,0.9948453608247423,0.972972972972973,0.9567567567567568,0.9859154929577465,0.9564315352697096,0.9166666666666666,0.9973743435858965,0.03129098156650123
0.3,6,0.3,0.7,0.9974226804123711,0.9459459459459459,0.9621621621621622,0.9894366197183099,0.9564315352697096,0.9583333333333334,0.9971867966991748,0.02758298949414184
0.3,6,0.6,0.2,0.9974226804123711,0.972972972972973,0.9675675675675676,0.9929577464788732,0.941908713692946,0.9583333333333334,0.9979369842460615,0.024414285899410637
0.4,5,0.2,0.3,0.9948453608247423,0.972972972972973,0.9513513513513514,0.9929577464788732,0.941908713692946,0.9583333333333334,0.9975618904726181,0.027152661553308977
0.8,7,0.7,0.6,0.9974226804123711,1.0,0.972972972972973,0.9894366197183099,0.9564315352697096,0.9583333333333334,0.9971867966991748,0.01831658022773275
0.3,5,0.6,0.5,0.9974226804123711,0.9459459459459459,0.9621621621621622,0.9823943661971831,0.9543568464730291,0.9583333333333334,0.9971867966991748,0.028885409825257335
0.6,7,0.4,0.5,0.9974226804123711,0.9459459459459459,0.9675675675675676,0.9964788732394366,0.9605809128630706,0.9583333333333334,0.9973743435858965,0.025185191864625645
0.8,5,0.9,0.5,0.9974226804123711,0.9459459459459459,0.9675675675675676,0.9788732394366197,0.9564315352697096,0.9583333333333334,0.9971867966991748,0.02831984304789692
0.4,6,0.2,0.8,0.9948453608247423,0.9459459459459459,0.9621621621621622,0.9823943661971831,0.9585062240663901,0.9583333333333334,0.9968117029257314,0.028714414934930432
0.3,6,0.4,0.5,0.9974226804123711,0.9459459459459459,0.9621621621621622,0.9894366197183099,0.9585062240663901,0.9583333333333334,0.9975618904726181,0.027233020555552767
0.1,5,0.5,0.7,0.9974226804123711,0.9459459459459459,0.972972972972973,0.9859154929577465,0.9149377593360996,0.9166666666666666,0.9975618904726181,0.038368084462225505
0.3,7,0.5,0.8,0.9974226804123711,0.972972972972973,0.9675675675675676,0.9788732394366197,0.9585062240663901,0.9166666666666666,0.9969992498124531,0.030141628437851176
0.5,5,0.2,0.3,0.9948453608247423,0.972972972972973,0.9621621621621622,0.9964788732394366,0.9688796680497925,0.9583333333333334,0.9966241560390098,0.021386210482649992
0.7,6,0.3,0.7,0.9974226804123711,0.972972972972973,0.9783783783783784,0.9753521126760564,0.9543568464730291,0.9583333333333334,0.9973743435858965,0.023687047452566112
0.5,6,0.8,0.4,0.9974226804123711,0.9459459459459459,0.9783783783783784,0.9929577464788732,0.9564315352697096,0.9583333333333334,0.9975618904726181,0.024709784244110078
0.7,7,0.8,0.5,0.9974226804123711,0.9459459459459459,0.972972972972973,0.9894366197183099,0.9605809128630706,0.9166666666666666,0.9973743435858965,0.03137140826210938
0.4,7,0.6,0.5,0.9974226804123711,0.9459459459459459,0.9567567567567568,0.9859154929577465,0.9564315352697096,0.9583333333333334,0.9973743435858965,0.028831415962605855
0.6,6,0.5,0.3,0.9974226804123711,0.972972972972973,0.9621621621621622,0.9894366197183099,0.9585062240663901,0.9583333333333334,0.9977494373593399,0.023345224282160126
0.5,8,0.5,0.7,0.9948453608247423,0.972972972972973,0.9621621621621622,0.9894366197183099,0.9481327800829875,0.9166666666666666,0.9971867966991748,0.03122809155328332
0.3,4,0.8,0.4,0.9974226804123711,0.9459459459459459,0.972972972972973,0.9964788732394366,0.9564315352697096,0.9583333333333334,0.9977494373593399,0.024952174495270207
0.6,6,0.6,0.1,0.9974226804123711,0.9459459459459459,0.9621621621621622,0.9964788732394366,0.9564315352697096,0.9583333333333334,0.9981245311327832,0.02644299121489413
0.3,6,0.8,0.5,0.9974226804123711,0.9459459459459459,0.9621621621621622,0.9894366197183099,0.9522821576763485,0.9583333333333334,0.9969992498124531,0.028202550134153737
0.5,5,0.6,0.4,0.9974226804123711,0.9459459459459459,0.972972972972973,0.9753521126760564,0.9626556016597511,0.9583333333333334,0.9977494373593399,0.027081130805747144
0.7,7,0.7,0.5,0.9974226804123711,0.972972972972973,0.9675675675675676,0.9894366197183099,0.9585062240663901,0.9583333333333334,0.9975618904726181,0.022599815922348054
0.4,5,0.5,0.8,0.9948453608247423,0.972972972972973,0.9783783783783784,0.9823943661971831,0.9522821576763485,0.9166666666666666,0.9969992498124531,0.02935154963875064
0.4,6,0.7,0.3,0.9974226804123711,0.9459459459459459,0.972972972972973,0.9859154929577465,0.9605809128630706,0.9583333333333334,0.9975618904726181,0.025895253005991603
0.3,7,0.4,0.3,0.9974226804123711,0.9459459459459459,0.9675675675675676,1.0,0.9439834024896265,0.9583333333333334,0.9979369842460615,0.026972869429299107
0.3,6,0.4,0.7,0.9948453608247423,0.972972972972973,0.9675675675675676,0.9823943661971831,0.9585062240663901,0.9583333333333334,0.9973743435858965,0.024000833064559246
0.2,6,0.2,0.6,0.9948453608247423,0.9459459459459459,0.9621621621621622,0.9859154929577465,0.9273858921161826,0.9166666666666666,0.9975618904726181,0.03850236983627642
0.4,6,0.4,0.2,1.0,0.9459459459459459,0.9621621621621622,0.9929577464788732,0.9543568464730291,0.9583333333333334,0.9973743435858965,0.0269813745743942
